The data are written in the following sequence:
path_length; cluster_number; max_cluster_size; min_cluster_size; median_cluster_size; max_surface_area; min_surface_area; median_surface_area; max_compactness; min_compactness; median_compactness : number_of_pathes
15,3,6,1,3,12,4,8,1000,750,1000:4
17,3,6,1,1,12,4,4,1000,750,1000:10
13,2,6,6,6,14,12,13,750,500,625:2
15,2,9,1,5,20,4,12,1000,562,781:4
15,3,8,1,1,18,4,4,1000,667,1000:2
15,2,8,2,5,18,6,12,1000,667,833:2
13,2,8,4,6,18,10,14,1000,667,833:2
15,3,7,1,2,16,4,6,1000,583,1000:4
17,2,7,1,4,16,4,10,1000,583,792:8
13,2,7,5,6,16,12,14,625,583,604:6
15,2,7,3,5,16,8,12,750,583,667:4
15,2,8,2,5,18,6,12,1000,500,750:6
17,1,8,8,8,18,18,18,500,500,500:11
15,3,6,2,2,14,6,6,1000,750,1000:2
17,2,6,2,4,14,6,10,1000,750,875:10
13,2,6,6,6,14,14,14,750,750,750:1
19,1,6,6,6,14,14,14,750,750,750:12
15,2,6,4,5,14,8,11,1000,750,875:3
13,2,6,6,6,14,12,13,750,750,750:2
15,3,6,1,3,14,4,8,1000,500,1000:12
17,3,6,1,1,14,4,4,1000,500,1000:42
13,2,6,6,6,14,14,14,500,500,500:5
17,2,6,2,4,14,6,10,1000,500,750:32
15,2,6,4,5,14,10,12,1000,500,750:16
15,3,5,2,3,12,6,8,1000,625,1000:6
17,3,5,1,2,12,4,6,1000,625,1000:36
17,2,5,3,4,12,8,10,1000,625,812:24
19,2,5,1,3,12,4,8,1000,625,812:83
17,2,5,3,4,12,8,10,750,625,688:10
15,2,5,5,5,12,12,12,625,625,625:6
15,2,6,4,5,14,10,12,667,500,583:10
19,1,6,6,6,14,14,14,500,500,500:14
15,2,6,4,5,14,8,11,1000,500,750:2
15,2,5,5,5,12,10,11,833,625,729:8
13,2,6,6,6,14,10,12,1000,500,750:2
15,2,8,2,5,16,6,11,1000,500,750:6
17,1,8,8,8,16,16,16,500,500,500:8
15,3,7,1,2,14,4,6,1000,583,1000:4
15,3,6,2,2,12,6,6,1000,750,1000:2
15,2,7,3,5,16,8,12,1000,438,719:9
17,2,7,1,4,16,4,10,1000,438,719:25
21,1,4,4,4,10,10,10,1000,1000,1000:39
19,2,4,2,3,10,6,8,1000,1000,1000:78
17,2,4,4,4,10,10,10,1000,1000,1000:11
17,2,4,4,4,10,8,9,1000,1000,1000:8
15,2,6,4,5,10,10,10,1000,1000,1000:9
17,2,4,4,4,10,10,10,1000,667,833:23
17,3,4,1,3,10,4,8,1000,1000,1000:48
19,3,4,1,1,10,4,4,1000,1000,1000:107
15,3,4,3,3,10,8,8,1000,1000,1000:3
9,2,9,7,8,16,12,14,1000,438,719:1
13,4,9,1,1,12,4,4,1000,1000,1000:2
13,3,9,1,2,12,4,6,1000,1000,1000:2
11,3,9,1,4,12,4,10,1000,1000,1000:1
9,2,8,8,8,16,12,14,889,500,694:1
11,2,7,7,7,16,12,14,778,438,608:2
15,4,7,1,1,12,4,4,1000,778,1000:5
15,3,7,1,2,12,4,6,1000,778,1000:9
13,3,7,1,4,12,4,10,1000,778,1000:5
9,2,9,7,8,16,12,14,778,562,670:1
11,2,8,6,7,16,10,13,1000,500,750:1
11,2,8,6,7,18,10,14,1000,500,750:1
15,4,6,1,1,10,4,5,1000,1000,1000:3
15,3,6,1,3,10,4,8,1000,750,1000:2
13,3,6,1,5,12,4,10,1000,625,1000:2
9,2,10,6,8,16,10,13,1000,625,812:1
13,2,9,3,6,12,8,10,1000,750,875:1
15,2,9,1,5,12,4,8,1000,1000,1000:1
11,2,9,5,7,12,12,12,1000,625,812:1
17,1,8,8,8,12,12,12,889,889,889:1
15,2,8,2,5,12,6,9,1000,889,944:2
13,2,8,4,6,12,10,11,1000,889,944:1
13,2,8,4,6,12,8,10,1000,889,944:1
11,2,8,6,7,12,12,12,889,750,819:1
17,2,7,1,4,12,4,8,1000,778,889:4
13,2,7,5,6,12,12,12,778,625,701:4
15,2,7,3,5,12,8,10,778,750,764:2
11,2,7,7,7,12,12,12,875,778,826:1
19,1,6,6,6,10,10,10,1000,1000,1000:14
17,2,6,2,4,10,6,8,1000,1000,1000:27
15,2,6,4,5,10,8,9,1000,1000,1000:4
15,3,6,2,2,10,6,6,1000,1000,1000:3
17,3,6,1,1,10,4,4,1000,1000,1000:15
13,2,6,6,6,14,10,12,1000,750,875:1
11,2,8,6,7,12,10,11,1000,1000,1000:1
9,2,10,6,8,16,12,14,667,625,646:1
11,2,9,5,7,16,10,13,833,562,698:1
13,2,7,5,6,16,10,13,833,438,635:1
17,4,5,1,1,10,4,4,1000,833,1000:3
17,3,5,1,2,10,4,6,1000,833,1000:9
15,3,5,1,4,10,4,10,1000,833,1000:3
9,2,11,5,8,16,10,13,833,688,760:1
13,2,7,5,6,16,12,14,556,438,497:2
17,4,5,1,1,12,4,4,1000,556,1000:5
17,3,5,1,2,12,4,6,1000,556,1000:9
15,3,5,1,4,12,4,10,1000,556,1000:5
11,2,9,5,7,16,12,14,562,556,559:1
13,2,8,4,6,18,10,14,667,500,583:2
17,4,4,1,1,10,4,5,1000,667,1000:6
17,3,4,1,3,10,4,8,1000,667,750:4
15,3,5,1,4,12,4,10,1000,625,667:4
11,2,10,4,7,16,10,13,667,625,646:2
19,2,5,1,3,12,4,8,1000,556,778:4
15,2,5,5,5,12,12,12,625,556,590:4
17,2,5,3,4,12,8,10,750,556,653:2
13,2,7,5,6,12,12,12,875,556,715:1
17,3,4,2,2,10,6,6,1000,667,1000:6
19,2,4,2,3,10,6,8,1000,667,833:60
19,3,4,1,1,10,4,4,1000,667,1000:53
15,2,6,4,5,14,10,12,750,667,708:2
17,2,4,4,4,10,8,9,1000,667,833:7
21,1,4,4,4,10,10,10,667,667,667:29
13,2,8,4,6,12,10,11,1000,667,833:2
9,2,11,5,8,16,12,14,688,556,622:1
9,2,12,4,8,16,10,13,750,667,708:1
13,2,8,4,6,16,10,13,667,500,583:1
19,4,3,1,1,8,4,4,1000,1000,1000:79
19,3,3,1,2,8,4,6,1000,1000,1000:106
13,2,9,3,6,20,8,14,1000,562,781:1
17,4,3,1,2,8,4,6,1000,1000,1000:15
17,3,4,1,3,10,4,8,1000,667,1000:14
11,2,11,3,7,18,8,13,1000,688,844:1
17,3,3,2,3,8,6,8,1000,1000,1000:5
19,2,3,3,3,8,8,8,1000,1000,1000:2
15,2,7,3,5,16,8,12,1000,583,792:1
17,2,5,3,4,10,8,9,1000,833,917:1
15,2,7,3,5,14,8,11,1000,583,792:1
21,2,3,1,2,8,4,6,1000,1000,1000:48
19,2,3,3,3,8,8,8,1000,750,875:14
9,2,13,3,8,16,8,12,1000,812,906:1
17,2,5,3,4,10,8,9,833,750,792:7
19,2,5,1,3,10,4,7,1000,833,917:10
21,1,4,4,4,8,8,8,1000,1000,1000:31
19,2,4,2,3,8,6,7,1000,1000,1000:43
17,2,4,4,4,8,8,8,1000,1000,1000:7
13,2,6,6,6,10,10,10,1000,1000,1000:1
15,2,6,4,5,10,10,10,1000,667,833:4
15,3,6,1,3,10,4,8,1000,1000,1000:4
17,3,4,1,3,8,4,8,1000,1000,1000:4
19,3,4,1,1,8,4,4,1000,1000,1000:14
17,2,4,4,4,10,10,10,667,667,667:7
19,3,3,1,2,8,4,6,1000,750,1000:32
21,2,3,1,2,8,4,6,1000,750,875:63
19,2,3,3,3,8,8,8,750,750,750:4
23,1,2,2,2,6,6,6,1000,1000,1000:146
21,2,2,2,2,6,6,6,1000,1000,1000:152
21,3,2,1,1,6,4,4,1000,1000,1000:298
13,3,6,2,4,10,6,10,1000,1000,1000:1
17,3,4,2,2,8,6,6,1000,1000,1000:7
15,3,4,2,4,10,6,8,1000,1000,1000:2
9,2,12,4,8,16,8,12,1000,750,875:1
13,3,7,1,4,16,4,8,1000,438,1000:1
17,5,4,1,1,8,4,4,1000,1000,1000:2
17,4,4,1,1,8,4,5,1000,1000,1000:6
15,4,4,1,2,10,4,6,1000,1000,1000:1
13,2,8,4,6,16,8,12,1000,500,750:1
13,2,8,4,6,18,8,13,1000,500,750:1
17,3,4,1,3,8,4,8,1000,750,1000:5
15,3,5,1,4,12,4,8,1000,625,1000:3
11,2,10,4,7,16,8,12,1000,625,812:1
15,3,4,2,4,10,6,10,1000,667,1000:2
9,2,13,3,8,16,8,12,812,750,781:1
19,3,2,2,2,6,6,6,1000,1000,1000:26
17,3,4,2,2,10,6,6,1000,1000,1000:8
15,3,7,1,2,16,4,6,1000,438,1000:1
19,5,2,1,1,6,4,4,1000,1000,1000:2
19,4,2,1,1,6,4,5,1000,1000,1000:36
17,4,4,1,1,10,4,5,1000,1000,1000:2
9,2,14,2,8,16,6,11,1000,875,938:1
17,3,3,2,3,8,6,8,1000,750,1000:4
17,4,2,2,2,6,6,6,1000,1000,1000:1
21,4,1,1,1,4,4,4,1000,1000,1000:124
23,2,1,1,1,4,4,4,1000,1000,1000:132
9,2,15,1,8,16,4,10,1000,938,969:1
25,0,0,0,0,0,0,0,0,0,0:40
15,1,10,10,10,22,22,22,625,625,625:1
13,1,12,12,12,20,20,20,750,750,750:1
11,1,14,14,14,18,18,18,875,875,875:1
9,1,16,16,16,16,16,16,1000,1000,1000:1
